AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1.59,43426.6,1765.38,24285.58,2239.72,15135.92,7305.22,7830.7,0.0,organic,2015,Midsouth
1.5,45599.48,1884.17,24809.12,2351.45,16554.74,6478.55,10076.19,0.0,organic,2015,Midsouth
1.66,46456.92,2136.26,30845.18,2730.31,10745.17,7911.72,2833.45,0.0,organic,2015,Midsouth
1.7,45159.24,2855.1,27350.5,2840.16,12113.48,10565.6,1547.88,0.0,organic,2015,Midsouth
1.66,49231.83,4884.66,24573.94,3121.29,16651.94,13541.29,3110.65,0.0,organic,2015,Midsouth
1.61,54907.07,5463.85,26550.99,3798.97,19093.26,12311.91,6781.35,0.0,organic,2015,Midsouth
1.7,55916.99,2906.9,33178.27,4270.62,15561.2,12052.62,3508.58,0.0,organic,2015,Midsouth
1.66,57077.28,2657.09,31526.9,3739.04,19154.25,13759.4,5394.85,0.0,organic,2015,Midsouth
1.53,60162.15,2195.42,30952.79,3637.71,23376.23,11437.45,11938.78,0.0,organic,2015,Midsouth
1.73,53587.09,2184.76,32902.43,3190.88,15309.02,12203.37,3105.65,0.0,organic,2015,Midsouth
1.76,52253.69,2191.94,31426.09,3164.97,15470.69,13112.36,2358.33,0.0,organic,2015,Midsouth
1.72,54619.72,3268.99,33591.15,3014.16,14745.42,14021.43,723.99,0.0,organic,2015,Midsouth
1.75,62767.95,3051.05,38182.38,3467.76,18066.76,16251.27,1815.49,0.0,organic,2015,Midsouth
1.67,74083.65,4321.27,39381.46,3866.74,26514.18,21807.88,4706.3,0.0,organic,2015,Midsouth
1.7,69033.16,4216.66,39193.19,3852.33,21770.98,17878.06,3892.92,0.0,organic,2015,Midsouth
1.7,74965.16,6396.33,38841.85,4122.53,25604.45,19831.56,5772.89,0.0,organic,2015,Midsouth
1.7,69867.41,6146.33,39087.25,4519.71,20114.12,15180.41,4933.71,0.0,organic,2015,Midsouth
1.65,81469.58,6068.03,43254.06,5020.21,27127.28,22422.37,4704.91,0.0,organic,2015,Midsouth
1.71,68742.23,6041.95,39663.14,3861.33,19175.81,15361.12,3814.69,0.0,organic,2015,Midsouth
1.52,67600.74,5543.66,36107.8,3438.23,22511.05,8545.51,13965.54,0.0,organic,2015,Midsouth
1.51,69690.43,3753.91,33297.71,3790.49,28848.32,14626.61,14221.71,0.0,organic,2015,Midsouth
1.51,72375.15,6846.13,34618.18,4080.75,26830.09,12329.8,14500.29,0.0,organic,2015,Midsouth
1.61,72541.61,9102.96,36327.86,4782.0,22328.79,13216.79,9112.0,0.0,organic,2015,Midsouth
1.62,67201.29,7894.13,35220.02,4380.25,19706.89,12921.08,6785.81,0.0,organic,2015,Midsouth
1.65,67376.23,7698.52,38237.89,4064.84,17374.98,11504.18,5870.8,0.0,organic,2015,Midsouth
1.6,75740.17,8396.47,33250.84,4677.73,29415.13,20211.79,9203.34,0.0,organic,2015,Midsouth
1.47,84677.56,7938.82,33492.63,4478.81,38767.3,21779.26,16988.04,0.0,organic,2015,Midsouth
1.44,89469.59,8593.51,46639.27,5152.23,29084.58,17885.01,11199.57,0.0,organic,2015,Midsouth
1.37,107181.78,9466.95,54218.49,5347.87,38148.47,22674.58,15473.89,0.0,organic,2015,Midsouth
1.24,130073.74,9323.58,71859.63,19399.4,29491.13,20651.92,8839.21,0.0,organic,2015,Midsouth
1.28,107735.95,9453.83,49525.46,5246.3,43510.36,20888.16,22622.2,0.0,organic,2015,Midsouth
1.34,102916.4,9430.59,47953.23,7065.04,38467.54,23337.15,15130.39,0.0,organic,2015,Midsouth
1.46,83253.18,9169.34,42025.26,4427.92,27630.66,18237.04,9393.62,0.0,organic,2015,Midsouth
1.51,84443.98,10821.03,45874.1,5280.9,22467.95,17627.07,4840.88,0.0,organic,2015,Midsouth
1.53,76027.78,10623.07,38006.99,5014.1,22383.62,14962.2,7421.42,0.0,organic,2015,Midsouth
1.65,68150.51,10574.96,31229.73,4688.87,21656.95,17759.54,3897.41,0.0,organic,2015,Midsouth
1.65,64688.75,10530.83,30083.37,4781.66,19292.89,17345.15,1947.74,0.0,organic,2015,Midsouth
1.53,57978.41,13957.53,29037.44,4426.59,10556.85,7426.95,3129.9,0.0,organic,2015,Midsouth
1.65,58939.14,8401.12,28424.2,4385.54,17728.28,16137.24,1591.04,0.0,organic,2015,Midsouth
1.62,73251.74,8451.96,27277.29,4616.93,32905.56,31682.71,1222.85,0.0,organic,2015,Midsouth
1.61,62339.44,9303.87,29547.34,4471.19,19017.04,16977.16,2039.88,0.0,organic,2015,Midsouth
1.4,75957.01,15459.67,35943.26,4053.24,20500.84,18497.02,2003.82,0.0,organic,2015,Midsouth
1.48,67813.61,7426.1,34306.93,4067.67,22012.91,18624.73,3388.18,0.0,organic,2015,Midsouth
1.58,64774.28,7824.43,26491.71,4388.15,26069.99,23654.98,2415.01,0.0,organic,2015,Midsouth
1.44,72159.84,17276.51,30751.68,4813.6,19318.05,17413.54,1904.51,0.0,organic,2015,Midsouth
1.63,54932.83,11160.54,26029.58,3297.83,14444.88,11428.78,3016.1,0.0,organic,2015,Midsouth
1.65,52559.1,11415.28,25306.56,3345.08,12492.18,10971.43,1520.75,0.0,organic,2015,Midsouth
1.52,65483.08,14570.74,30445.75,3170.11,17296.48,16715.45,581.03,0.0,organic,2015,Midsouth
1.56,58065.35,10049.66,25228.37,3672.89,19114.43,17280.89,1833.54,0.0,organic,2015,Midsouth
1.7,75884.69,2608.86,15574.88,1202.38,56498.57,34774.94,21723.63,0.0,organic,2015,Northeast
1.77,73826.41,5825.64,17999.1,2401.24,47600.43,40812.08,6788.35,0.0,organic,2015,Northeast
1.8,76466.85,3310.22,12755.23,7637.49,52763.91,37344.72,15419.19,0.0,organic,2015,Northeast
1.53,67245.25,5884.58,13280.16,961.1,47119.41,29475.97,17643.44,0.0,organic,2015,Northeast
1.59,48901.36,2430.46,9533.76,710.99,36226.15,24764.03,11462.12,0.0,organic,2015,Northeast
1.63,55389.85,4842.73,14368.7,217.07,35961.35,28099.9,7861.45,0.0,organic,2015,Northeast
1.58,52680.94,4800.47,15407.35,54.61,32418.51,30557.72,1860.79,0.0,organic,2015,Northeast
1.63,54182.7,6009.03,16101.87,111.18,31960.62,30428.94,1531.68,0.0,organic,2015,Northeast
1.74,48955.21,5160.45,14384.31,718.43,28692.02,26937.17,1754.85,0.0,organic,2015,Northeast
1.69,56802.46,4847.06,15489.48,457.14,36008.78,27679.02,8329.76,0.0,organic,2015,Northeast
1.7,51045.02,2862.61,14224.98,518.85,33438.58,26508.59,6929.99,0.0,organic,2015,Northeast
1.69,55097.44,3427.81,14320.5,234.48,37114.65,30619.47,6495.18,0.0,organic,2015,Northeast
1.82,53701.26,3251.95,18185.35,108.53,32155.43,30619.08,1536.35,0.0,organic,2015,Northeast
2.12,41882.91,3598.54,21853.75,571.17,15859.45,15096.04,763.41,0.0,organic,2015,Northeast
1.93,47669.22,5964.9,21233.25,1065.24,19405.83,18862.28,543.55,0.0,organic,2015,Northeast
1.97,49376.19,3473.57,18543.59,853.19,26505.84,26318.59,187.25,0.0,organic,2015,Northeast
1.86,64445.98,5543.4,21432.21,1136.01,36334.36,35519.22,815.14,0.0,organic,2015,Northeast
2.01,50307.57,3998.98,19017.27,852.47,26438.85,25235.11,1203.74,0.0,organic,2015,Northeast
1.99,54255.52,4413.27,19200.77,917.81,29723.67,29487.98,235.69,0.0,organic,2015,Northeast
2.11,47299.93,6353.43,20046.99,806.2,20093.31,19683.26,410.05,0.0,organic,2015,Northeast
1.89,59179.16,8200.55,20527.9,788.85,29661.86,29202.28,459.58,0.0,organic,2015,Northeast
2.02,51879.97,3801.74,18438.59,229.83,29409.81,29028.9,380.91,0.0,organic,2015,Northeast
1.94,45208.21,4767.51,20119.18,87.72,20233.8,19658.12,575.68,0.0,organic,2015,Northeast
2.07,47878.48,3613.49,20743.86,93.68,23427.45,23396.97,30.48,0.0,organic,2015,Northeast
2.01,40245.19,4205.24,19850.58,90.1,16099.27,16093.19,6.08,0.0,organic,2015,Northeast
2.09,45881.11,3575.37,18758.96,132.4,23414.38,23393.23,21.15,0.0,organic,2015,Northeast
1.93,56485.02,5627.66,22070.75,531.58,28255.03,28196.36,58.67,0.0,organic,2015,Northeast
2.12,48785.22,5390.54,20200.25,1166.45,22027.98,21513.69,514.29,0.0,organic,2015,Northeast
1.93,65593.37,7000.26,25148.95,978.81,32465.35,32250.27,215.08,0.0,organic,2015,Northeast
2.02,57645.02,4853.51,17359.72,857.17,34574.62,34488.34,86.28,0.0,organic,2015,Northeast
1.89,63807.3,5614.59,21199.65,704.73,36288.33,36137.11,151.22,0.0,organic,2015,Northeast
1.97,63674.1,5569.19,18983.33,513.94,38607.64,38338.21,269.43,0.0,organic,2015,Northeast
1.92,68435.46,4444.73,20525.36,119.96,43345.41,43257.15,88.26,0.0,organic,2015,Northeast
1.9,68804.21,4593.3,25193.73,29.41,38987.77,38815.66,172.11,0.0,organic,2015,Northeast
1.89,67904.99,3879.94,25453.69,538.31,38033.05,37812.35,220.7,0.0,organic,2015,Northeast
1.96,53200.63,3100.23,16190.74,438.48,33471.18,33361.61,109.57,0.0,organic,2015,Northeast
1.94,60348.96,4357.54,24247.68,50.04,31693.7,31416.66,277.04,0.0,organic,2015,Northeast
1.81,69377.2,6165.15,22584.41,27.38,40600.26,40303.57,296.69,0.0,organic,2015,Northeast
1.91,52969.72,3446.17,15316.65,48.13,34158.77,33977.73,181.04,0.0,organic,2015,Northeast
1.95,46496.41,5533.31,16533.45,90.99,24338.66,24298.66,40.0,0.0,organic,2015,Northeast
1.92,44128.54,4956.8,20884.49,28.16,18259.09,18247.64,11.45,0.0,organic,2015,Northeast
1.83,43012.32,2925.0,16559.95,26.02,23501.35,23398.38,102.97,0.0,organic,2015,Northeast
1.79,60655.7,3991.62,17082.17,38.58,39543.33,39361.95,181.38,0.0,organic,2015,Northeast
1.85,56799.83,5884.52,17398.87,26.54,33489.9,33457.94,31.96,0.0,organic,2015,Northeast
1.9,56898.92,5183.02,17737.13,65.89,33912.88,33581.42,331.46,0.0,organic,2015,Northeast
1.84,57627.38,3633.89,21385.14,78.86,32529.49,32381.03,148.46,0.0,organic,2015,Northeast
1.85,65898.99,2547.81,19979.96,38.35,43332.87,43044.39,288.48,0.0,organic,2015,Northeast
1.78,63537.1,3278.92,23694.61,13.97,36549.6,36537.93,11.67,0.0,organic,2015,Northeast
1.92,40358.44,2519.17,17147.02,73.05,20619.2,20455.66,163.54,0.0,organic,2015,Northeast
1.94,35304.15,1461.14,13317.36,73.5,20452.15,18457.1,1995.05,0.0,organic,2015,Northeast
1.86,50079.81,3611.57,20043.89,65.93,26358.42,26332.17,26.25,0.0,organic,2015,Northeast
1.88,48280.46,4476.73,22389.09,23.15,21391.49,21379.79,11.7,0.0,organic,2015,Northeast
1.6,32041.32,3224.07,13453.09,1672.35,13691.81,5921.08,7770.73,0.0,organic,2015,Plains
1.69,29471.57,3393.9,12896.24,3386.0,9795.43,4937.52,4857.91,0.0,organic,2015,Plains
1.82,24664.21,3395.15,13189.18,1592.19,6487.69,4488.01,1999.68,0.0,organic,2015,Plains
1.92,21986.87,2915.26,13652.88,368.09,5050.64,3518.24,1532.4,0.0,organic,2015,Plains
1.82,23344.7,3959.16,12315.78,28.42,7041.34,4404.5,2636.84,0.0,organic,2015,Plains
1.69,28577.15,4477.93,13302.64,40.44,10756.14,5955.98,4800.16,0.0,organic,2015,Plains
1.68,30958.65,4190.97,14235.26,26.27,12506.15,7356.62,5149.53,0.0,organic,2015,Plains
1.73,32097.19,4531.87,14489.94,328.59,12746.79,8602.73,4144.06,0.0,organic,2015,Plains
1.55,34437.74,3813.38,13357.17,448.11,16819.08,8910.32,7908.76,0.0,organic,2015,Plains
1.64,30717.28,3595.24,13212.07,311.49,13598.48,7405.56,6192.92,0.0,organic,2015,Plains
1.68,31802.25,4213.37,14243.03,31.51,13314.34,6944.31,6370.03,0.0,organic,2015,Plains
1.82,28422.94,3143.11,15072.15,41.32,10166.36,6460.34,3706.02,0.0,organic,2015,Plains
1.76,30507.45,2938.43,14625.55,12.12,12931.35,8437.2,4494.15,0.0,organic,2015,Plains
1.85,28183.63,2948.96,14238.72,19.35,10976.6,8593.72,2382.88,0.0,organic,2015,Plains
1.85,30393.35,3928.04,15101.88,45.84,11317.59,8824.73,2492.86,0.0,organic,2015,Plains
1.87,29440.58,4265.73,14930.59,69.77,10174.49,8144.24,2030.25,0.0,organic,2015,Plains
1.91,30307.58,5214.44,15626.82,23.99,9442.33,7806.44,1635.89,0.0,organic,2015,Plains
1.9,34522.02,5108.15,17178.11,16.73,12219.03,9923.77,2295.26,0.0,organic,2015,Plains
1.92,31850.38,5171.5,16543.46,14.28,10121.14,8311.71,1809.43,0.0,organic,2015,Plains
1.88,32159.33,5368.34,15506.11,35.65,11249.23,9695.15,1554.08,0.0,organic,2015,Plains
1.87,34667.31,5931.0,16409.94,18.94,12307.43,10591.35,1716.08,0.0,organic,2015,Plains
1.84,32696.45,6338.67,13870.67,37.76,12449.35,10259.64,2189.71,0.0,organic,2015,Plains
1.84,27102.7,5869.72,12085.34,61.16,9086.48,7498.39,1588.09,0.0,organic,2015,Plains
1.85,28602.01,4969.23,14692.47,11.72,8928.59,6599.43,2329.16,0.0,organic,2015,Plains
1.89,34274.47,4653.22,20980.13,28.11,8613.01,5262.78,3350.23,0.0,organic,2015,Plains
1.92,40423.05,5132.41,25315.81,77.27,9897.56,7044.08,2853.48,0.0,organic,2015,Plains
1.93,33557.37,4415.32,20984.14,7.02,8150.89,6061.76,2089.13,0.0,organic,2015,Plains
1.88,37004.14,5625.74,21939.19,60.75,9378.46,7204.04,2174.42,0.0,organic,2015,Plains
1.79,33795.51,4749.1,20882.01,41.97,8122.43,5857.07,2265.36,0.0,organic,2015,Plains
1.9,30028.0,4282.27,17080.62,41.89,8623.22,6108.64,2514.58,0.0,organic,2015,Plains
1.93,31775.42,4847.34,17449.33,53.66,9425.09,7198.51,2226.58,0.0,organic,2015,Plains
1.92,31193.34,8773.67,13683.89,11.65,8724.13,6649.48,2074.65,0.0,organic,2015,Plains
1.93,30302.51,4649.22,17148.75,48.82,8455.72,6285.96,2169.76,0.0,organic,2015,Plains
1.85,32022.52,3961.71,16857.65,85.87,11117.29,8533.47,2583.82,0.0,organic,2015,Plains
1.92,27541.24,3463.32,16891.72,18.52,7167.68,5360.43,1807.25,0.0,organic,2015,Plains
1.93,30001.14,2749.61,17543.74,48.5,9659.29,7742.3,1916.99,0.0,organic,2015,Plains
1.9,29227.44,3334.06,15998.87,48.37,9846.14,8530.66,1315.48,0.0,organic,2015,Plains
1.82,31363.93,3059.06,17207.03,9.2,11088.64,8861.94,2226.7,0.0,organic,2015,Plains
1.81,36535.72,3534.09,18648.77,48.2,14304.66,12419.92,1884.74,0.0,organic,2015,Plains
1.85,34062.08,3489.99,17818.18,20.63,12733.28,12479.89,253.39,0.0,organic,2015,Plains
1.8,34244.34,3811.27,19130.46,22.89,11279.72,10549.2,730.52,0.0,organic,2015,Plains
1.67,36469.37,4427.92,14399.17,22.87,17619.41,15944.5,1674.91,0.0,organic,2015,Plains
1.68,33434.23,3482.6,12593.96,13.73,17343.94,15943.23,1400.71,0.0,organic,2015,Plains
1.7,36993.47,5052.36,17469.75,18.33,14453.03,13506.71,946.32,0.0,organic,2015,Plains
1.66,40390.21,5100.04,17771.09,9.16,17509.92,16731.6,778.32,0.0,organic,2015,Plains
1.68,39967.69,4337.72,19892.57,32.1,15705.3,14480.47,1224.83,0.0,organic,2015,Plains
1.54,46329.16,3906.27,26987.91,32.13,15402.85,14104.27,1298.58,0.0,organic,2015,Plains
1.67,30193.16,3904.24,14499.51,32.15,11757.26,9989.22,1768.04,0.0,organic,2015,Plains
1.8,30207.8,3732.84,14987.92,20.69,11466.35,10403.58,1062.77,0.0,organic,2015,Plains
1.8,29669.53,6340.18,13476.2,34.56,9818.59,8577.16,1241.43,0.0,organic,2015,Plains
1.68,37617.95,6636.08,15284.43,4.62,15692.82,13774.1,1918.72,0.0,organic,2015,Plains
1.69,34190.37,3874.31,14945.34,32.45,15338.27,13793.22,1545.05,0.0,organic,2015,Plains
1.39,56297.88,21950.8,3750.99,0.0,30596.09,26668.65,3927.44,0.0,organic,2015,SouthCentral
1.41,52488.05,21127.59,3331.02,0.0,28029.44,24355.9,3673.54,0.0,organic,2015,SouthCentral
1.43,59392.62,22665.44,4692.95,0.0,32034.23,31725.74,308.49,0.0,organic,2015,SouthCentral
1.49,52066.09,22080.38,4496.4,0.0,25489.31,25094.13,395.18,0.0,organic,2015,SouthCentral
1.47,48739.53,21480.33,3491.54,0.0,23767.66,21567.32,2200.34,0.0,organic,2015,SouthCentral
1.53,49426.32,22587.08,3632.0,0.0,23207.24,23045.62,161.62,0.0,organic,2015,SouthCentral
1.5,57245.86,25332.33,4491.84,2.84,27418.85,27000.42,418.43,0.0,organic,2015,SouthCentral
1.51,57570.79,26586.86,4970.65,0.0,26013.28,25469.5,543.78,0.0,organic,2015,SouthCentral
1.51,57066.49,24717.23,4952.41,0.0,27396.85,26999.58,397.27,0.0,organic,2015,SouthCentral
1.52,65708.3,30226.86,4503.52,0.0,30977.92,30802.1,175.82,0.0,organic,2015,SouthCentral
1.49,60543.94,30085.91,4880.71,0.0,25577.32,24530.1,1047.22,0.0,organic,2015,SouthCentral
1.51,59217.48,26165.72,5052.77,0.0,27998.99,26778.29,1220.7,0.0,organic,2015,SouthCentral
1.55,59719.09,24325.44,5205.26,0.0,30188.39,29923.22,265.17,0.0,organic,2015,SouthCentral
1.53,62096.82,33019.07,5744.39,0.0,23333.36,23134.53,198.83,0.0,organic,2015,SouthCentral
1.53,66134.27,33312.91,4392.69,0.0,28428.67,28383.81,44.86,0.0,organic,2015,SouthCentral
1.5,70718.4,30871.61,4925.51,0.0,34921.28,34652.38,268.9,0.0,organic,2015,SouthCentral
1.49,62392.78,31056.58,5271.1,0.0,26065.1,25665.86,399.24,0.0,organic,2015,SouthCentral
1.33,75913.85,42626.84,5041.59,0.0,28245.42,25411.12,2834.3,0.0,organic,2015,SouthCentral
1.39,70321.03,40616.1,6512.06,0.0,23192.87,21264.28,1928.59,0.0,organic,2015,SouthCentral
1.45,62132.94,32498.91,7976.91,0.0,21657.12,20726.4,930.72,0.0,organic,2015,SouthCentral
1.42,79568.82,43853.21,8143.8,0.0,27571.81,27327.57,244.24,0.0,organic,2015,SouthCentral
1.37,59918.41,40814.07,6636.2,71.02,12397.12,12075.3,321.82,0.0,organic,2015,SouthCentral
1.26,62027.52,47466.03,5752.63,0.0,8808.86,7114.14,1694.72,0.0,organic,2015,SouthCentral
1.31,56107.03,41370.58,6317.71,0.0,8418.74,6211.9,2206.84,0.0,organic,2015,SouthCentral
1.27,59760.16,42967.8,5971.21,0.0,10821.15,7288.89,3532.26,0.0,organic,2015,SouthCentral
1.34,64364.81,45826.23,6093.92,0.0,12444.66,11980.4,464.26,0.0,organic,2015,SouthCentral
1.35,55512.87,37684.23,5875.04,0.0,11953.6,11251.56,702.04,0.0,organic,2015,SouthCentral
1.4,54782.92,36431.79,6686.54,0.0,11664.59,11426.87,237.72,0.0,organic,2015,SouthCentral
1.38,51786.11,35863.0,5766.06,0.0,10157.05,10083.7,73.35,0.0,organic,2015,SouthCentral
1.37,49534.9,34890.42,5388.51,0.0,9255.97,8464.03,791.94,0.0,organic,2015,SouthCentral
1.41,51748.65,33589.51,4660.68,0.0,13498.46,13292.86,205.6,0.0,organic,2015,SouthCentral
1.39,62670.56,43917.94,5442.25,0.0,13310.37,12139.04,1171.33,0.0,organic,2015,SouthCentral
1.41,56568.67,38624.93,5554.48,0.0,12389.26,11843.79,545.47,0.0,organic,2015,SouthCentral
1.4,56625.63,35986.16,4598.59,0.0,16040.88,14958.78,1082.1,0.0,organic,2015,SouthCentral
1.43,42345.48,25704.97,4666.48,0.0,11974.03,11190.0,784.03,0.0,organic,2015,SouthCentral
1.43,61953.59,38075.34,7687.89,0.0,16190.36,15665.1,525.26,0.0,organic,2015,SouthCentral
1.39,66454.5,44632.62,5565.23,31.07,16225.58,15914.33,311.25,0.0,organic,2015,SouthCentral
1.4,71697.82,42155.69,5686.47,36.67,23818.99,23576.67,242.32,0.0,organic,2015,SouthCentral
1.4,76942.46,39792.84,8032.39,768.15,28349.08,28046.67,302.41,0.0,organic,2015,SouthCentral
1.42,60007.19,28872.83,5897.44,0.0,25236.92,25143.34,93.58,0.0,organic,2015,SouthCentral
1.37,71375.61,39985.64,7287.16,0.0,24102.81,23953.34,149.47,0.0,organic,2015,SouthCentral
1.38,66049.13,38409.71,6529.22,0.0,21110.2,20733.33,376.87,0.0,organic,2015,SouthCentral
1.44,56752.92,28363.69,5523.96,0.0,22865.27,22753.34,111.93,0.0,organic,2015,SouthCentral
1.34,80536.06,40561.64,5847.24,0.0,34127.18,34003.33,123.85,0.0,organic,2015,SouthCentral
1.37,81291.05,43057.55,6627.71,0.0,31605.79,31043.33,562.46,0.0,organic,2015,SouthCentral
1.39,77922.66,32655.36,7467.65,0.0,37799.65,37376.67,422.98,0.0,organic,2015,SouthCentral
1.39,65372.85,28170.54,6886.82,0.0,30315.49,29646.67,668.82,0.0,organic,2015,SouthCentral
1.28,64156.46,33408.72,10410.41,0.0,20337.33,19943.33,394.0,0.0,organic,2015,SouthCentral
1.37,58961.59,34211.11,8792.21,0.0,15958.27,15613.33,344.94,0.0,organic,2015,SouthCentral
1.27,65242.77,32913.28,6344.03,0.0,25985.46,25780.0,205.46,0.0,organic,2015,SouthCentral
1.39,53328.53,27767.97,8596.61,0.0,16963.95,16873.34,90.61,0.0,organic,2015,SouthCentral
1.35,53494.91,24139.72,8586.46,0.0,20768.73,20622.28,146.45,0.0,organic,2015,SouthCentral
1.7,25732.69,9112.06,5396.93,486.56,10737.14,9824.23,912.91,0.0,organic,2015,Southeast
1.8,25412.6,11041.17,5879.54,516.51,7975.38,7873.16,102.22,0.0,organic,2015,Southeast
1.74,24743.66,9360.81,5604.0,383.91,9394.94,8680.07,714.87,0.0,organic,2015,Southeast
1.66,26746.71,10128.33,5808.76,431.28,10378.34,8091.5,2286.84,0.0,organic,2015,Southeast
1.63,24450.39,7633.55,5929.83,556.13,10330.88,7563.48,2767.4,0.0,organic,2015,Southeast
1.81,23612.0,9892.99,6161.04,574.58,6983.39,6649.37,334.02,0.0,organic,2015,Southeast
1.75,30790.79,11283.31,5218.44,591.33,13697.71,13393.92,303.79,0.0,organic,2015,Southeast
1.73,32091.23,10423.56,6052.24,620.92,14994.51,14059.58,934.93,0.0,organic,2015,Southeast
1.73,29978.74,8836.49,6600.41,820.95,13720.89,12660.01,1060.88,0.0,organic,2015,Southeast
1.78,29706.6,10168.8,7181.54,911.72,11444.54,11094.73,349.81,0.0,organic,2015,Southeast
1.91,29054.81,9310.61,7824.11,841.73,11078.36,9871.25,1207.11,0.0,organic,2015,Southeast
1.78,33922.49,9386.59,8347.0,819.17,15369.73,12302.74,3066.99,0.0,organic,2015,Southeast
1.84,31299.72,9535.47,8541.06,722.63,12500.56,10505.17,1995.39,0.0,organic,2015,Southeast
2.01,22416.55,8882.43,7230.75,736.12,5567.25,5374.98,192.27,0.0,organic,2015,Southeast
1.92,27123.43,8457.6,7805.95,723.36,10136.52,10096.87,39.65,0.0,organic,2015,Southeast
1.95,25470.62,8641.1,8109.19,712.41,8007.92,7672.74,335.18,0.0,organic,2015,Southeast
1.9,30582.99,8521.29,9414.03,830.21,11817.46,11330.12,487.34,0.0,organic,2015,Southeast
1.74,33530.11,9183.16,8692.14,802.48,14852.33,12185.97,2666.36,0.0,organic,2015,Southeast
1.71,37578.78,10061.25,10002.25,836.47,16678.81,12973.0,3705.81,0.0,organic,2015,Southeast
